url,short,page,title,author,desc,quarter,year
http://www.alternativ.nu/butik/åter/2004/åter-204.html,"Brännvinskryddning BDT-vattenrening i växthus Husdjur till husbehov: Slakt Vägar till självhushållning Syrad färskost Baka i stenugn Ved, hantering & redskap Halmslöjd Hästredskap del 1",14,Att baka i vedeldad stenugn,Erik Olofsson,"Det är lätt att man skjuter på ett beslut om att pröva att baka i en gammal vedeldad stenugn. Kanske har man gläntat på ugnluckan på en bortglömd bakugn och den vanligaste synen man mötts av är trasiga lysrör och intorkade färgburkar, när det skulle vara gyllenbruna doftande bröd där.",2,2004
http://www.alternativ.nu/butik/åter/2004/åter-204.html,"Brännvinskryddning BDT-vattenrening i växthus Husdjur till husbehov: Slakt Vägar till självhushållning Syrad färskost Baka i stenugn Ved, hantering & redskap Halmslöjd Hästredskap del 1",16,Halmslöjd,Pia Sunnergren,"Halm är ett underbart material ur flera synpunkter. Miljövänligt, billigt och relativt lätt att få tag på. Dessutom vackert och mångsidigt. Förutom till praktiska korgar kan halm även användas som inslag i vävar tex mattor.",2,2004
http://www.alternativ.nu/butik/åter/2004/åter-204.html,"Brännvinskryddning BDT-vattenrening i växthus Husdjur till husbehov: Slakt Vägar till självhushållning Syrad färskost Baka i stenugn Ved, hantering & redskap Halmslöjd Hästredskap del 1",18,Linnéa i byssja och litet hus:,"Eva på hästgård: Ja, tid är nog det som begränsar mycket.. och till viss del även mark och liknande möjligheter. Själv bor jag med familj sedan 6 år tillbaka på en gård med 27 tunnland mark...","Linnéa i byssja och litet hus: Jag har nästan kommit upp i pensionsåldern (född 1945) och har hunnit få ett gott perspektiv på livet. Förmodligen har jag högst en tredjedel kvar, kanske mycket kortare, vem vet? ...",2,2004
http://www.alternativ.nu/butik/åter/2004/åter-204.html,"Brännvinskryddning BDT-vattenrening i växthus Husdjur till husbehov: Slakt Vägar till självhushållning Syrad färskost Baka i stenugn Ved, hantering & redskap Halmslöjd Hästredskap del 1",20,"Våra fyrbenta dragare och deras redskap, del 1",Lars-Göran Göransson,"Telefonen ringer då och då, ibland får vi ett foto på posten; -Vad är detta? Är det användbart? Lika ofta motsatsen; -Jag behöver en sådan, har du någon eller vet du var jag kan hitta detta? Det handlar om äldre, hästdragna jordbruksredskap. Redskap hittade på logen, i ladan, bakom stallet eller någon annanstans. Vissa saker har stort värde för dem som har använt dem, andra kan vara svåra att få tag i och nödvändiga då man vill sköta gården med hästar och har alltså ett värde i dag. Jag fick frågan om att skriva något om redskap i tidningen Åter, så att du som har redskap ståendes kan få en liten vink om vad det är och om det har något brukningsvärde. Du som vill bruka jorden med häst får en historiebeskrivning och en vägledning till vad som behövs. Från början var det en liten artikel men den blev större med många bilder och kommer att återkomma i flera delar! Första delen är en historisk tillbakablick.",2,2004
http://www.alternativ.nu/butik/åter/2004/åter-204.html,"Brännvinskryddning BDT-vattenrening i växthus Husdjur till husbehov: Slakt Vägar till självhushållning Syrad färskost Baka i stenugn Ved, hantering & redskap Halmslöjd Hästredskap del 1",22,-hantering & redskap,Petter Bergström & Ingmar Andersson,"Att elda med ved är utan tivel det enklaste, billigaste och mest miljövänliga sättet att värma sitt hus vintertid. Och även om vedhanteringen är ett arbete som både ger fysisk styrka och mental avkoppling, har det genom tiderna utvecklats massor av fiffiga redskap som gör jobbet lite smidigare. ",2,2004
http://www.alternativ.nu/butik/åter/2004/åter-204.html,"Brännvinskryddning BDT-vattenrening i växthus Husdjur till husbehov: Slakt Vägar till självhushållning Syrad färskost Baka i stenugn Ved, hantering & redskap Halmslöjd Hästredskap del 1",24,BDT-vattenrening i växthus,Bosse Ljungqvist,"Det är nu cirka 20 år sedan jag byggde mitt växthus längs sydgaveln på detta mitt hus som småningom kom att kallas Visionshuset på Brännö. Huset byggdes som missionshus i början på förra seklet och är på sätt och vis ett sådant fortfarande om än med förnyat budskap. Sålunda har jag genom åren berättat för tusentals besökande, och även förevisat diverse ”befrielseteknologiska” arrangemang, hur man kan leva lite mer solidariskt med världsbefolkningen och även lite mindre belastande för naturens alla medvarelser av växter, djur och mikrober. Mitt huvudbudskap har hela tiden varit att det mer handlar om ekonomi och makt än om teknik rätt och slätt varför Bytesringar (LETS) och icke-kapitalistisk produktion varit lika fokuserat som separationstoa, solfångare, solceller, vindsnurror, vattenrening, kompostering, hönseri och trädgårdsodling. I det följande skall jag dock strikt hålla mig till växthuset, speciellt dess vattenreningssystem, en vad jag vet ganska unik anläggning som rönt viss uppmärksamhet. Många har kontaktat mig för en beskrivning av systemet och det är nu på tiden att äntligen något kommer på pränt. Man kan förstås göra på många olika sätt och det är inte sagt att nedanstående passar alla i alla sammanhang. ",2,2004
http://www.alternativ.nu/butik/åter/2004/åter-304.html,"Att ta tillvara svamp. Lera. Husdjur till husbehov: Ärftlighetslära & lantraser. Hästredskap 2: Årder, plog & harv. Renovera fönster. Odla hasselnötter. Att lägga halmtak. Foderbetor. Utfodring med rotfrukter och potatis.",3,Att ta tillvara svamp,Sigri Sahlin,"För den som odlar sin egen svamp eller ofta är ute i skog och mark kan svamp spela en väsentligt roll i självhushållningen. Det gäller dock att veta hur man bevarar svampens smak och näringsämnen på bästa sätt. Torkning är ett bra och enkelt sätt, men det finns även andra spännande metoder.",3,2004
http://www.alternativ.nu/butik/åter/2004/åter-304.html,"Att ta tillvara svamp. Lera. Husdjur till husbehov: Ärftlighetslära & lantraser. Hästredskap 2: Årder, plog & harv. Renovera fönster. Odla hasselnötter. Att lägga halmtak. Foderbetor. Utfodring med rotfrukter och potatis.",8,-ett användbart material,Ingmar Andersson,"I nr 4/03 av Åter fanns en inspirerande artikel av arkitekten Jenny Andersson om Maja Malmgrens lerhus som är under byggnad i Vekhyttan, Fjugesta. Jag har varit med vid det bygget en del och kommer just hem från en lerputs­kurs hos Maja. Kursen leddes av Johannes Riesterer, erfaren yrkesman inom lerbygge och Ulf Henningsson som är sekreterare i Lerbyggeföre­­­ni­ngen i Sverige och erfaren lerbyggare även han. Jag har intervjuat Johannes, Ulf och Maja och ska nu skriva lite mer ingående om leran som material och om putsning och lerklining av väggar.",3,2004
http://www.alternativ.nu/butik/åter/2004/åter-304.html,"Att ta tillvara svamp. Lera. Husdjur till husbehov: Ärftlighetslära & lantraser. Hästredskap 2: Årder, plog & harv. Renovera fönster. Odla hasselnötter. Att lägga halmtak. Foderbetor. Utfodring med rotfrukter och potatis.",12,Ärftlighetslära och lantraser,Håkan Hallander,"Arvet styrs av arvsanlag, gener, som via könsceller från de båda föräldrarna förs vidare till den nya individen - avkomman. Genom generna påverkas avkommans utveckling och egenskaper. Det finns ett mycket stort antal gener och dessa är olika från art till art och från individ till individ.",3,2004
http://www.alternativ.nu/butik/åter/2004/åter-304.html,"Att ta tillvara svamp. Lera. Husdjur till husbehov: Ärftlighetslära & lantraser. Hästredskap 2: Årder, plog & harv. Renovera fönster. Odla hasselnötter. Att lägga halmtak. Foderbetor. Utfodring med rotfrukter och potatis.",15,-en bortglömd grönsak,Thomas Levander,Foderbetor är en grönsak som en längre tid varit bortglömd i Sverige. Utomlands exempelvis i Frankrike odlas den alltjämt. Intresset har ökat de senare åren för foderbetor inom alternativodlingen. Foderbetor kompletterar på ett bra sätt stråsäd och ensilage som utfodring av husdjuren.,3,2004
http://www.alternativ.nu/butik/åter/2004/åter-304.html,"Att ta tillvara svamp. Lera. Husdjur till husbehov: Ärftlighetslära & lantraser. Hästredskap 2: Årder, plog & harv. Renovera fönster. Odla hasselnötter. Att lägga halmtak. Foderbetor. Utfodring med rotfrukter och potatis.",17,Utfodring med rotfrukter och potatis,"Torsten Eriksson, SLU","Rotfrukter som fodersockerbetor, foderbetor, kålrötter och rovor var fram till mitten av 1900-talet mycket vanliga som foder till mjölkkor. De betraktades då främst som ett ”saftfoder” som var utbytbart mot vallensilage. Den tekniska utvecklingen i odling, skörd och hantering av spannmål gjorde att rotfrukterna blev dyrare efter andra världskriget och odlingen minskade. För en självhushållare utan tillgång till modern maskinpark kan dock rotfrukter fortfarande vara ett bra kraftfoder­alternativ till spannmål. Ekomjölks­producenter har också visat stort intresse för rotfrukter på grund av kommande krav på 100% ekologiskt foder. Demonstrationsodlingar finns bland annat i Östergötland och lantbruksenheten där sammanställer för närvarande ett kompendium om odling och utfodring.",3,2004
http://www.alternativ.nu/butik/åter/2004/åter-304.html,"Att ta tillvara svamp. Lera. Husdjur till husbehov: Ärftlighetslära & lantraser. Hästredskap 2: Årder, plog & harv. Renovera fönster. Odla hasselnötter. Att lägga halmtak. Foderbetor. Utfodring med rotfrukter och potatis.",18,Odla hasselnötter,Anette Åkerström,Nötter har ett långt större näringsvärde än frukt och bär i allmänhet. Hasselnötter har därför sedan urminnes tider varit ett värdefullt tillskott i kosten. För stenåldersmänniskan var de oumbärliga eftersom de är den mest energirika vegetabiliska föda skogen kan erbjuda. Insamlade nötter lagrades och gjorde det möjligt att klara vintern. De värdefulla nötterna kom så småningom att skyddas av våra medeltida landskapslagar och det blev inte längre tillåtet att plocka så mycket man ville i skogen. Få känner till att hassel än idag skyddas av lagen. Enligt brottsbalken är det inte tillåtet att plocka hasselnötter på annans mark!,3,2004
http://www.alternativ.nu/butik/åter/2004/åter-304.html,"Att ta tillvara svamp. Lera. Husdjur till husbehov: Ärftlighetslära & lantraser. Hästredskap 2: Årder, plog & harv. Renovera fönster. Odla hasselnötter. Att lägga halmtak. Foderbetor. Utfodring med rotfrukter och potatis.",20,"Årder, plog och harv",Lars-Göran Göransson,"Om hur årder, plog och harv utvecklats genom tiderna, vilka varianter som finns och hur de fungerar.",3,2004
http://www.alternativ.nu/butik/åter/2004/åter-304.html,"Att ta tillvara svamp. Lera. Husdjur till husbehov: Ärftlighetslära & lantraser. Hästredskap 2: Årder, plog & harv. Renovera fönster. Odla hasselnötter. Att lägga halmtak. Foderbetor. Utfodring med rotfrukter och potatis.",23,Att renovera fönster,"Text: Otto von Friesen, Teckningar: Lars-Göran Mann, Foto: Petter Bergström","Den självklara utgångspunkten när det gäller fönster i gamla hus är att försöka rädda dem, med bågar och allt. Ofta ser de sämre ut än vad de är, och en renovering lönar sig oftast. ",3,2004
http://www.alternativ.nu/butik/åter/2004/åter-304.html,"Att ta tillvara svamp. Lera. Husdjur till husbehov: Ärftlighetslära & lantraser. Hästredskap 2: Årder, plog & harv. Renovera fönster. Odla hasselnötter. Att lägga halmtak. Foderbetor. Utfodring med rotfrukter och potatis.",26,Att lägga halmtak,Eje Arén,"För småbrukaren förr var halmtak ett självklart val till taktäckning -så påbjöd traditionen. Halmen blev en restprodukt vid tröskningen. Halmen (råghalm) höggs med lie eller skära och säden slogs ut med slaga. Tröskningsarbetet för hand ger bonden strået gratis. När lantarbetarna blev industriarbetare försvann halmtaken i Sverige. För en självhushållare är det knappast realistiskt att producera materialet till ett nytt halmtak själv. Halmen måste tröskas noga, helst för hand, så att ingen säd finns kvar i den och lockar till sig möss. Den som redan har halmtak kan dock reparera och underhålla det med egen halm utan överdriven arbetsinsats. En familjs årsbehov av råg (ca 200 kg) odlas på 1000 m2, vilket kan ge 100 fina kärvar som räcker till 12 m2 tak.",3,2004
http://www.alternativ.nu/butik/åter/2004/åter-404.html,Hästredskap 3: Från stallgödselspridare till mullskopa. ÅngSlottet. Husdjur till husbehov: Nötkreatur del 1. Odla vin. Gamla sädsorter. Vegankost på 800m2. Gör en enkel kniv. Odla egna kräftor. Läsarbrev: Vägar till självhushållning. Snickartips.,3,ÅngSlottet,-självförsörjande på el -ur ved,"Thomas CommondtTarja och Thomas Commondt i Skyttala by, Pargas, bygger just nu ett intressant hus åt sig som de kallar ÅngSlottet. Huset byggs av lättlera i stående bjälkramar och innehåller många spännande lösningar. Den kanske mest intressanta är ångkraftverket som försörjer huset med både värme och elektricitet. Här berättar Thomas lite mer om projektet som nu är halvfärdigt.",4,2004
http://www.alternativ.nu/butik/åter/2004/åter-404.html,Hästredskap 3: Från stallgödselspridare till mullskopa. ÅngSlottet. Husdjur till husbehov: Nötkreatur del 1. Odla vin. Gamla sädsorter. Vegankost på 800m2. Gör en enkel kniv. Odla egna kräftor. Läsarbrev: Vägar till självhushållning. Snickartips.,5,Från stallgödselspridare till mullskopa,Lars-Göran Göransson,"Lars-göran berättar nu om stallgödselspridare, konstgödselspridare,  gödselvattentunnor, radsåningsmaskiner, gräsfrösåningsmaskiner, vältar, potatissättningsmaskiner, potatisodlingsredskap, hästhackor, potatisupptagare och mullskopor.",4,2004
http://www.alternativ.nu/butik/åter/2004/åter-404.html,Hästredskap 3: Från stallgödselspridare till mullskopa. ÅngSlottet. Husdjur till husbehov: Nötkreatur del 1. Odla vin. Gamla sädsorter. Vegankost på 800m2. Gör en enkel kniv. Odla egna kräftor. Läsarbrev: Vägar till självhushållning. Snickartips.,8,"Nötkreatur, del 1",Håkan Hallander,"Raser, Lantraserna fjällko och rödkulla, Andra svenska mjölkraser, Korsningar, Val av hushållsko, Mjölkkon, Renlighet, Mjölkning.",4,2004
http://www.alternativ.nu/butik/åter/2004/åter-404.html,Hästredskap 3: Från stallgödselspridare till mullskopa. ÅngSlottet. Husdjur till husbehov: Nötkreatur del 1. Odla vin. Gamla sädsorter. Vegankost på 800m2. Gör en enkel kniv. Odla egna kräftor. Läsarbrev: Vägar till självhushållning. Snickartips.,14,Odling av vin,Kristina Hedman Jansson,"Egna russin i kakan eller ett hemmagjort vin kan förgylla tillvaron för självförsörjaren. Kanske kan man servera det till de ursprungliga kåldolmarna: vindolmar där konserverade vinblad används istället för kålblad. Det finns alltså flera användningsområden för vinplantan, varav ganska få har testats i Sverige.",4,2004
http://www.alternativ.nu/butik/åter/2004/åter-404.html,Hästredskap 3: Från stallgödselspridare till mullskopa. ÅngSlottet. Husdjur till husbehov: Nötkreatur del 1. Odla vin. Gamla sädsorter. Vegankost på 800m2. Gör en enkel kniv. Odla egna kräftor. Läsarbrev: Vägar till självhushållning. Snickartips.,16,Gamla sorter av säd passar bra till självhushåll,Hans Larsson,"Växtförädlingen av stråsäd har de senaste 50 åren varit ensidigt inriktad på avkastning. Följden har blivit att andra kvalitetsegenskaper minskat i modernt sortmaterial. Vi kan hitta tillbaka till kvalitetsegenskaperna om vi går tillbaka till äldre sortmaterial förädlat före 1960-talet eller till gamla lantsorter eller primitiva sorter som speltvete , emmervete och enkornsvete.",4,2004
http://www.alternativ.nu/butik/åter/2004/åter-404.html,Hästredskap 3: Från stallgödselspridare till mullskopa. ÅngSlottet. Husdjur till husbehov: Nötkreatur del 1. Odla vin. Gamla sädsorter. Vegankost på 800m2. Gör en enkel kniv. Odla egna kräftor. Läsarbrev: Vägar till självhushållning. Snickartips.,18,Hur stor yta kräver Du? -Vegankost på 800m2,Johan Ahnström,"Allt våra husdjur äter blir inte kött, ägg och mjölk. Det mesta av fodret går åt för att hålla djuret levande, varmt och friskt. En kosthållning utan animaliska produkter utnyttjar således marken mer effektivt. Medan en ”blandkostare” kräver 2500 m2 åkermark och 700m2 naturbetesmark (Åter 1/02), klarar sig veganen på bara 800m2 åkermark. Samtidigt är djuren faktiskt nödvändiga för den biologiska mångfalden i Sverige.",4,2004
http://www.alternativ.nu/butik/åter/2004/åter-404.html,Hästredskap 3: Från stallgödselspridare till mullskopa. ÅngSlottet. Husdjur till husbehov: Nötkreatur del 1. Odla vin. Gamla sädsorter. Vegankost på 800m2. Gör en enkel kniv. Odla egna kräftor. Läsarbrev: Vägar till självhushållning. Snickartips.,20,Enkelt hantverk i natur med naturmaterial,Ingemar Nyman,Jag är intresserad av natur och hantverk. Det här är två intressen som går utmärkt att kombinera. Hantverket har blivit ett sätt att lära mig mer om naturen och de material man kan hitta ute. På så sätt tycker jag att man får ytterligare en dimension när man rör sig ute i skog och mark.,4,2004
http://www.alternativ.nu/butik/åter/2004/åter-404.html,Hästredskap 3: Från stallgödselspridare till mullskopa. ÅngSlottet. Husdjur till husbehov: Nötkreatur del 1. Odla vin. Gamla sädsorter. Vegankost på 800m2. Gör en enkel kniv. Odla egna kräftor. Läsarbrev: Vägar till självhushållning. Snickartips.,22,Kräftodling,Roland Albertsson,"Att odla kräftor är lite riskabelt men ändå ganska enkelt, det som behövs är egentligen ett passande vatten och kräftor. Jag tycker att man ska odla flodkräftor. Det är den svenska arten, men den är betydligt svårare än den inplanterade signalkräftan.",4,2004
http://www.alternativ.nu/butik/åter/2004/åter-404.html,Hästredskap 3: Från stallgödselspridare till mullskopa. ÅngSlottet. Husdjur till husbehov: Nötkreatur del 1. Odla vin. Gamla sädsorter. Vegankost på 800m2. Gör en enkel kniv. Odla egna kräftor. Läsarbrev: Vägar till självhushållning. Snickartips.,24,Från Malmö till Småland,"Yvonne: Just nu måste jag bara ""gnälla av mig"" någonstans. Ibland känns det tungt. Traktorn är trasig. Just när höet skulle slås så blev det iskallt med ihållande regn. Kaninburen har gått sönder. Brännässlorna svämmar över...",Från Malmö till Småland Monika: Den 14 september 2002 gick flyttlasset från Malmö till sydöstra Småland och det fina gamla huset vi hittat...,4,2004
http://www.alternativ.nu/butik/åter/2004/åter-404.html,Hästredskap 3: Från stallgödselspridare till mullskopa. ÅngSlottet. Husdjur till husbehov: Nötkreatur del 1. Odla vin. Gamla sädsorter. Vegankost på 800m2. Gör en enkel kniv. Odla egna kräftor. Läsarbrev: Vägar till självhushållning. Snickartips.,26,Snickartips,Ingmar Andersson,"Tumstock och måttagning, Smygvinkel, Dela udda mått, Konstruera en rät vinkel.",4,2004
http://www.alternativ.nu/butik/åter/2005/åter-105.html,Minikolmila. Tobaksodling. Nötkreatur. Pil. Kokbönor. Massugnar. Hästredskap. Hjulhacka & radsåmaskin. Byggnadsställningar,3,Gör ditt eget träkol i en minimila,Henrik Rödjegård,Att göra en egen kolmila är både trivsamt och spännande. Den här beskrivningen är lämplig om man vill tillverka en eller ett par kubikmeter kol för husbehov. Kolet håller hög kvalitet och duger bra även till smide. Trots att milan är mindre än en tiondel så stor som de industriella milorna var för hundra år sedan så fungerar den på precis samma sätt.,1,2005
http://www.alternativ.nu/butik/åter/2005/åter-105.html,Minikolmila. Tobaksodling. Nötkreatur. Pil. Kokbönor. Massugnar. Hästredskap. Hjulhacka & radsåmaskin. Byggnadsställningar,7,Tobaksodling,Thomas Bohl,Det går faktiskt att odla sin egen tobak i Sverige och den som röker eller snusar har mycket att vinna på att göra det. Inte bara ekonomiskt utan även den spännande upplevelsen att få följa processen från frö till färdig produkt.,1,2005
http://www.alternativ.nu/butik/åter/2005/åter-105.html,Minikolmila. Tobaksodling. Nötkreatur. Pil. Kokbönor. Massugnar. Hästredskap. Hjulhacka & radsåmaskin. Byggnadsställningar,10,Nötkreatur del 2,Håkan Hallander,"Fortsättning från förra numret, tar upp Utfodring, Mjölkkons skötsel, Betesgång , Sinläggning, Brunst och betäckning , Kalvning, Kalvens uppfödning, Mellankalv , Bröstomfång , Diarré, Parasiter, Amkor - dikor,  Uppfödning av slaktdjur , Lösdrift och ”vanlig drift” , Rykt, Kon som dragare, Gödselbehandling.",1,2005
http://www.alternativ.nu/butik/åter/2005/åter-105.html,Minikolmila. Tobaksodling. Nötkreatur. Pil. Kokbönor. Massugnar. Hästredskap. Hjulhacka & radsåmaskin. Byggnadsställningar,16,Pil -från stickling till flätning,Kalle Fors,"Att fläta med pil har blivit mycket populärt, men det är ingen nymodighet. I tiotusen år har människor använt pil till flätning av korgar, stängsel, mjärdar, husväggar och liknande. Fortfarande flätar vi med pil på samma sätt som under stenåldern. Dessutom sker all flätning för hand. Det finns inga maskiner som kan fläta och vi kan inte fläta bättre idag än vad de kunde då.",1,2005
http://www.alternativ.nu/butik/åter/2005/åter-105.html,Minikolmila. Tobaksodling. Nötkreatur. Pil. Kokbönor. Massugnar. Hästredskap. Hjulhacka & radsåmaskin. Byggnadsställningar,18,Kokbönor,Thomas Levander,"Förr i tiden var odling av kokbönor allmänt förekommande i självförsörjande hem och det fanns många lokala sorter. På senare tid har bryt- och vaxbönor tagit över all plats i husbehovsodlarens bönland, men dagens influenser från vegetarisk och utländsk matlagning gör det intressant för den moderne självhushållaren att plocka fram den gamla kokbönan igen.",1,2005
http://www.alternativ.nu/butik/åter/2005/åter-105.html,Minikolmila. Tobaksodling. Nötkreatur. Pil. Kokbönor. Massugnar. Hästredskap. Hjulhacka & radsåmaskin. Byggnadsställningar,20,Byggkurs hos Maja: Massugnar,Ingmar Andersson,"Hos Maja Malmgren i Vekhyttan finns nu två massugnar färdiga och ytterligare en är planerad att byggas ovanpå bakugnen, där den ska bli värmeugn i övervåningen av lerhuset. Vävstugans värmeugn byggdes hösten 2003. Vi använde den nu i november 2004 när det var vintrigt med snö och minus­grader och jag blev frälst på massugnen som uppvärmningssystem. Jag kommer säkert att bygga en när/om jag blir med hus igen!",1,2005
http://www.alternativ.nu/butik/åter/2005/åter-105.html,Minikolmila. Tobaksodling. Nötkreatur. Pil. Kokbönor. Massugnar. Hästredskap. Hjulhacka & radsåmaskin. Byggnadsställningar,24,Skördemaskiner,Lars-Göran Göransson,"Omkring 1850 importerades de första slåttermaskinerna till Sverige. Fram till dess hade all slåtter av gräs skett med lie. Skära eller lie hade använts till spannmålen. När man slog gräs med lie arbetade man så att man hade det oslagna gräset på sin högra sida. Då hamnade det slagna gräset till vänster och hindrade inte nästa slåtterkarl. På stora gårdar var det många slåtterkarlar som arbetade på rad efter varandra och i byar med mindre gårdar gjorde man ofta arbetsbyten mellan gårdarna. Det tunga arbetet blev lättare när många arbetade tillsammans och varje slåtterkarl hade en räfserska som räfsade undan gräset. Det blev ofta lite tävling av arbetet, det gällde att visa sig duglig inför sin räfserska. Det berättas att ibland sattes den raskaste slåtterkarlen sist i raden! Detta höjde arbetstempot på alla framförvarande. Det gällde att hålla undan för bakomvarande annars var hälsenorna i farozonen. Att behöva stiga åt sidan för att man inte orkade hålla tempot var en stor skymf och då var det inte någon idé att visa sig på lördagskvällens dans bortåt vägen.",1,2005
http://www.alternativ.nu/butik/åter/2005/åter-105.html,Minikolmila. Tobaksodling. Nötkreatur. Pil. Kokbönor. Massugnar. Hästredskap. Hjulhacka & radsåmaskin. Byggnadsställningar,26,Byggnadsställningar,Ingmar Andersson,"När det gäller husreparationer är det ofta ett problem att kunna ha en bra och stadig arbetsplats. Ofta lönar det sig att bygga en enkel ställning i stället för att arbeta med en arm från en vinglig stege... Ställningens utförande blir ju olika för varje arbetsplats, men några enkla grundprinciper kan jag kanske ge.",1,2005
http://www.alternativ.nu/butik/åter/2005/åter-105.html,Minikolmila. Tobaksodling. Nötkreatur. Pil. Kokbönor. Massugnar. Hästredskap. Hjulhacka & radsåmaskin. Byggnadsställningar,26,Utvärdering av radsåmaskin och hjulhacka,Petter Bergström,"När det gäller utbudet av redskap är vi självhushållare ganska ofta hänvisade till tomrummet mellan industri och hobby. Vill man försörja sin familj helt med t ex grönsaker och potatis kan man känna att man odlar för mycket för att orka sköta det med bara hacka och spade, men för lite för att skaffa häst eller traktor. Från ”självhushållets tid” finns dock en del intressanta handdrivna redskap som passar perfekt för odlingskategorin mitt emellan villaägare och lantbrukare. Min förhoppning är att vi kan genom tidningen kan återfinna och återuppliva en del av dem.",1,2005
http://www.alternativ.nu/butik/åter/2005/åter-205.html,Svin. Odla i sand. Hallon. Björkvidjor. Tomater. Gammaldags mjöd. Sötflockel. Ingmars tips. Skatt & självförsörjning. Recept.,3,Svin,Håkan Hallander,"Raser, Vatten, Grisens inhysning, Liggplats och gödselplats, Rastgård och bete, Slakt och hängning, Smågrisuppfödning, Suggans box , Brunst , Utfodring under dräktigheten, Grisningen, Antal grisar, Smågrisarnas skötsel, Suggan efter grisningen.",2,2005
http://www.alternativ.nu/butik/åter/2005/åter-205.html,Svin. Odla i sand. Hallon. Björkvidjor. Tomater. Gammaldags mjöd. Sötflockel. Ingmars tips. Skatt & självförsörjning. Recept.,10,Odla i sand och gödsla med grönmassa!,Nils Åkerstedt,"Efter 30 års odlande i sandbäddar kan jag verkligen rekommendera detta odlingssätt. Det har givetvis krävts många års experimenterande för att komma fram till ett odlingssätt som både är miljövänligt, lätt att tillämpa och som ger bra resultat. Men nu törs jag påstå att denna odlingsmetod är den bästa för alla som inte vill använda konstgödsel och kemiska bekämpningsmedel och som mera känner för att efterlikna naturens sätt att fungera än att använda sig av alla tekniska och kemiska hjälpmedel som används i det konventionella odlandet.",2,2005
http://www.alternativ.nu/butik/åter/2005/åter-205.html,Svin. Odla i sand. Hallon. Björkvidjor. Tomater. Gammaldags mjöd. Sötflockel. Ingmars tips. Skatt & självförsörjning. Recept.,12,Odla hallon,Text: Herbert Arvidsson Foto: Ingeborg Arvidsson,"Som barn har du kanske varit lycklig nog att få äta solmogna bär direkt från buskar och plantor, varje barns och vuxens rättighet, väl värd en liten ansträngning av oss vuxna att åstadkomma.",2,2005
http://www.alternativ.nu/butik/åter/2005/åter-205.html,Svin. Odla i sand. Hallon. Björkvidjor. Tomater. Gammaldags mjöd. Sötflockel. Ingmars tips. Skatt & självförsörjning. Recept.,14,Björkvidjor,Jonas Hasselrot,Konsten att vrida upp en björkvidja är på utdöende. En gång i tiden var det något allt manfolk på landsbygden behärskade. Den som inte kunde konsten ”var inte någon riktig karl”.,2,2005
http://www.alternativ.nu/butik/åter/2005/åter-205.html,Svin. Odla i sand. Hallon. Björkvidjor. Tomater. Gammaldags mjöd. Sötflockel. Ingmars tips. Skatt & självförsörjning. Recept.,16,Odla tomater,Giuseppe Caprioli,"Några tomatplantor för sommarens sallader är bland det första man skaffar när man fått en egen täppa. Vill man vara helt självförsörjande på krossade tomater, puré, ketchup, soltorkade tomater mm så går det åt mängder. Visst kräver tomater lite extra pyssel per skördat kilo, men är man bara rationell och uppmärksam på hur plantorna mår och vad de behöver får man snart god lön för mödan.",2,2005
http://www.alternativ.nu/butik/åter/2005/åter-205.html,Svin. Odla i sand. Hallon. Björkvidjor. Tomater. Gammaldags mjöd. Sötflockel. Ingmars tips. Skatt & självförsörjning. Recept.,20,Brygg gammaldags mjöd,Henrik Rödjegård,Vad mjöd egentligen är råder det delade meningar om. Det finns en hel uppsjö olika recept på allt från honungsvin till honungskryddat öl. Helt klart är dock att det alltid ingår honung som en huvudingrediens.,2,2005
http://www.alternativ.nu/butik/åter/2005/åter-205.html,Svin. Odla i sand. Hallon. Björkvidjor. Tomater. Gammaldags mjöd. Sötflockel. Ingmars tips. Skatt & självförsörjning. Recept.,21,Lättodlad sötma: Sötflockel,Erica Ängmo,"En lättodlad växt vars blad är 30-40 gånger sötare än socker men fria från kalorier och sackarin. Så kan Stevia rebaudiana Bertoni, sötflockel på svenska, kort beskrivas. Socker och socker­ersättningsmedel är i högsta grad en het fråga. Denna lilla korgblommiga växt figurerar sedan många år i den internationella livsmedelsdebatten.",2,2005
http://www.alternativ.nu/butik/åter/2005/åter-205.html,Svin. Odla i sand. Hallon. Björkvidjor. Tomater. Gammaldags mjöd. Sötflockel. Ingmars tips. Skatt & självförsörjning. Recept.,22,Ingmars Tips,Ingmar Andersson,"Mäta trädhöjd, Spika, Tumstock som strykmått, Träklubba, Tälja med yxa, Såga.",2,2005
http://www.alternativ.nu/butik/åter/2005/åter-205.html,Svin. Odla i sand. Hallon. Björkvidjor. Tomater. Gammaldags mjöd. Sötflockel. Ingmars tips. Skatt & självförsörjning. Recept.,24,Skatt & självförsörjning,Britt Marie Olsson,"Var du osäker på vad du skulle ta upp i deklarationen? Självhushållare är en gynnad grupp skattemässigt och reglerna är egentligen ganska enkla: inget av det man bara producerar till det egna hushållet är skattepliktigt. Det är först när man säljer av gårdens överskott man måste ta upp inkomster i deklarationen. Oavsett om man får betalt i pengar, tjänster eller varor. Inte särskilt krångligt alltså, men ibland kan det ändå vara svårt att veta var gränserna går.",2,2005
